engagement,followers,following,total_likes,author_name,privateAccount,verified,total_videos,day_posted,time_posted,video_likes,video_comments,video_plays,video_duration,shareCount,isMuted,isPinned,isSlideshow,music_name,original_sound,hashtags_used
174,8000000,69,340300000,samuelgrubbs,False,True,161,friday,2.04,4500000,17500,18800000,46,45100,False,False,False,original sound,True,9
11000,529600,401,16800000,chennifar,False,False,1308,sunday,9.54,4400000,71600,26100000,27,121600,False,False,False,original sound,True,6
14400,3400000,454,151700000,edmundrambo,False,False,1181,thursday,23.11,4400000,13600,31000000,21,9507,False,False,False,its just a cigarette and it cannot be that bad,True,8
3416,26900,1,4400000,sh.u.dont.know.me,False,False,6,sunday,1.55,4400000,35900,19800000,6,484600,False,False,False,cigs after s3x k slowed,False,11
43500,15500000,558,1800000000,abbieherbert,False,True,2390,wednesday,21.44,4400000,11900,40800000,6,6043,False,False,False,toma tussi,True,15
1028,170700,151,8500000,ritajkafi,False,False,46,friday,22.55,4400000,17000,29700000,34,7833,False,False,False,original sound,True,16
42400,60600,703,5200000,jaidennolan,False,False,145,saturday,16.08,4400000,9633,11900000,18,3588,True,False,False,no sound,False,6
14200,261700,0,6800000,x_factor_auditions99,False,False,18,sunday,8.29,4400000,66300,39600000,144,767200,False,False,False,original sound,True,7
65800,1200000,576,30900000,swjjs.editz,False,False,502,wednesday,19.52,4400000,46200,29100000,15,106100,False,False,False,LOST SOUL,True,12
0,142300,0,4600000,crush.ny,False,False,5,sunday,17.18,4400000,12400,97900000,45,7608,True,False,False,Sunroof,False,6
77600,712500,1392,12000000,therealaridior,False,False,767,thursday,19.25,4400000,33500,46900000,15,131100,False,False,False,My Potna Dem,False,2
89500,203100,2538,18500000,erikbraga_,False,False,739,sunday,20.49,8500000,16100,48900000,14,58500,False,False,False,rockstar,True,5
3617,682800,65,9900000,anvianshi_tiny_world,False,False,790,saturday,17.38,8500000,37500,82900000,13,379300,False,False,False,original sound,True,6
747,132900,200,9200000,latenight911,False,False,573,wednesday,2.51,8500000,113700,38200000,11,465800,False,False,False,original sound,True,12
21900,967100,868,14700000,elcalentano0,False,False,556,wednesday,7.13,8500000,70800,113000000,13,454500,False,False,False,Oh No,False,6
5166,1100000,101,87200000,alaskaelevated,False,False,183,friday,18.51,8500000,81300,101800000,13,1300000,True,False,False,original sound,True,8
77,2300000,1,82800000,cutearron,False,False,77,thursday,14.50,8400000,29000,56600000,73,708900,False,False,False,original sound,True,19
13700,131000,8,8400000,ada.miri,False,False,2290,sunday,14.35,5600000,25900,48800000,14,117500,False,False,False,Chopin Nocturne No. 2 Piano Mono,False,22
1436,108000,140,6500000,queenourhearts,False,False,101,tuesday,13.15,5600000,22800,22500000,16,29200,False,False,False,dźwięk oryginalny,True,6
111400,68600,565,6800000,giuseppe_alex1,False,False,4,tuesday,15.47,5500000,31100,77900000,5,222200,False,False,False,Love You So,False,4
5630,642900,34,25800000,throwbackclips_,False,False,354,thursday,19.08,5500000,60700,32000000,25,44700,False,False,False,summer,True,14
74400,544800,49,18100000,ddonnoaga,False,False,187,saturday,19.00,5500000,7885,35200000,31,40200,True,False,False,until i found you,True,8
207500,384900,884,8600000,acommieaussie,False,False,123,monday,7.02,5500000,86800,27100000,12,155600,False,False,False,Moskau,True,10
1,79700,0,5500000,olivettilei,False,False,13,tuesday,20.18,5500000,27700,32800000,27,144000,False,False,False,som original,True,10
29700,5900000,297,247900000,yunabugs,False,True,842,thursday,3.15,5500000,25300,30500000,9,212800,False,False,False,original sound,True,5
33600,290100,171,22700000,derpyequestrian,False,False,1708,sunday,19.27,5500000,33000,67100000,41,34300,True,False,False,Afraid To Feel,False,4
36,2600000,15,72000000,littlepanda6487,False,False,2348,tuesday,4.23,5500000,41000,44900000,17,368400,False,False,False,original sound,True,6
3513,157200,80,6900000,eliwingert,False,False,22,sunday,22.23,5500000,22400,22600000,19,22600,True,False,False,original sound,True,14
494,255600,49,5600000,bloodwo1f99,False,False,137,thursday,16.01,5500000,33400,57500000,18,359600,False,False,False,original sound,True,6
7634,148300,163,15500000,aepqueenb,False,False,104,saturday,18.37,4400000,71700,20900000,16,150300,False,False,False,original sound,True,10
5938,45700,265,4500000,a13rio,False,False,89,tuesday,18.45,4400000,11800,30200000,13,154000,False,False,False,Reggaeton Champagne,False,6
80700,1000000,2004,17500000,.jackrose,False,False,457,sunday,23.48,4400000,29100,17400000,24,37300,False,False,False,original sound,True,4
5577,31900,28,6000000,plslovemetbh,False,False,158,friday,17.39,4400000,35700,28300000,0,49200,True,False,True,original sound,True,3
8827,115600,80,12100000,sandmn5_,False,False,70,thursday,3.44,4400000,19800,34500000,34,52000,False,False,False,original sound - Samantha Rose Juarez,True,3
16100,537800,49,13300000,shaikhabbas873,False,False,127,thursday,5.30,4400000,13200,30600000,14,89600,False,False,False,original sound - 💥pglu💥,True,12
2878,20800000,250,283300000,mks.vision,False,False,1206,saturday,17.00,4400000,25600,41300000,11,25700,True,False,False,Bananza belly dancer,True,3
31100,14300000,4,311000000,joshuamonis,False,False,499,friday,15.43,4400000,65900,28400000,9,60600,False,False,False,Bad (2012 Remaster),False,3
43500,15500000,558,1800000000,abbieherbert,False,True,2390,saturday,16.47,4400000,17100,31600000,38,84100,True,False,False,Swing - Remix,False,12
4541,197400,169,21700000,rovercruise,False,False,1038,wednesday,13.27,4400000,13400,31500000,9,398900,False,False,False,original sound,True,10
24700,13200,7703,4700000,frrscarlet,False,False,19,thursday,18.37,4500000,10800,27600000,14,84600,False,False,False,Tank!,False,11
12300,7000000,2414,244400000,babyfacevon0,False,True,804,thursday,18.59,4400000,14200,43200000,18,64800,False,False,False,original sound,True,5
3131,162200,23,6900000,carlitosway_813,False,False,60,wednesday,11.48,4400000,45700,34900000,10,337500,True,False,False,no sound,False,6
103100,16500000,7349,700000000,thecardguy,False,True,2520,wednesday,2.24,4300000,2636,27100000,15,7241,False,False,False,original sound,True,3
3698,442400,466,6900000,thatoneblondkid,False,False,144,saturday,7.41,5500000,17900,47000000,15,118900,True,False,False,Falling,False,7
2324,5400000,107,93700000,mimielita,False,False,215,saturday,22.33,5500000,54500,42700000,59,30900,False,False,False,Elefante,False,12
4571,456200,32,8000000,dance_city_vibes,False,False,9,sunday,9.27,5500000,16600,43200000,12,35000,True,False,False,original sound,True,7
8667,39700000,225,678500000,noelgoescrazy,False,True,1760,sunday,18.10,5500000,12700,147500000,15,31700,True,False,False,Calm Down,False,3
6651,5500000,396,84400000,officialtiktokscience,False,False,338,thursday,23.34,5500000,79900,39900000,34,114700,False,False,False,Home,False,4
8667,39700000,225,678500000,noelgoescrazy,False,True,1760,wednesday,18.29,5500000,16200,114700000,15,49200,True,False,False,Calm Down,False,3
66500,13100000,478,303100000,sucss.s,False,True,426,thursday,1.14,5500000,39800,41700000,57,31500,False,False,False,som original,True,4
586,670900,0,14200000,differentscenery1,False,False,433,saturday,14.49,5500000,27200,51200000,25,28400,True,False,False,hometown slowed down twenty one pilots,True,6
15400,316600,263,19100000,luka_sketch_24,False,False,683,sunday,19.37,5500000,27000,22100000,20,577600,False,False,False,"Elegant and gentle, Boccellini's Menuet",False,3
209,242600,68,14300000,ginacocaina,False,False,172,sunday,15.15,5500000,51000,77100000,10,741300,False,False,False,Polozhenie - Izzamuzzic Remix,False,7
339,356500,46,44600000,simplisticeditz,False,False,673,wednesday,8.07,5500000,8072,36900000,21,52900,False,False,False,original sound,True,7
194,1200000,12,31800000,thebestfutebol_,False,False,403,sunday,18.41,5500000,2620,107900000,64,27000,True,False,False,no sound,False,5
6293,1700000,88,38800000,punkassdogtrainer,False,False,1140,friday,17.25,8400000,111700,72100000,20,53500,False,False,False,original sound,True,5
1187,4300000,113,109800000,theheisenbergvariant,False,False,282,friday,17.51,8400000,25700,46400000,12,483000,False,False,False,original sound,True,3
2151,9300000,138,486800000,swagboygorringe,False,True,417,monday,23.15,8400000,99100,55400000,19,1600000,False,False,False,original sound,True,5
1868,2200000,3,48600000,th_ibaud,False,False,1364,friday,19.01,8400000,228800,59100000,18,511600,True,False,False,Ski Mask The Slump God – Foot Fungus,True,5
2149,866000,16,37400000,missvanessavancartier,False,True,444,wednesday,17.46,8400000,76300,76400000,8,366500,False,False,False,origineel geluid,True,13
20,208100,10,29500000,lukewhitelukewhite,False,False,61,monday,21.02,8400000,27700,51100000,11,1500000,False,False,False,original sound,True,8
3295,1100000,3982,38800000,dannythetransdad,False,False,947,sunday,18.18,8400000,0,81300000,15,423400,False,False,False,Can we skip to the good part X ajwavy,True,7
2491,50900,78,8600000,gis4gladys,False,False,179,sunday,1.51,8400000,60600,60300000,11,250200,False,False,False,original sound,True,18
131,1400000,3,29500000,lunathetortoise,False,False,140,sunday,0.46,8400000,23900,64000000,38,13400,False,False,False,Gymnopedie No.1,False,14
3676,507500,2,22700000,ariana.armyxxx,False,False,38,wednesday,18.38,8300000,29100,38600000,25,57200,False,False,False,original sound,True,6
88900,3900000,423,79000000,boomshadowace,False,False,194,wednesday,9.45,8400000,29500,80000000,14,1000000,False,False,False,sonido original,True,3
18900,1200000,44,106000000,lamogliarx,False,False,351,friday,18.32,4300000,6733,27500000,28,18100,True,False,False,original sound,True,6
7913,740600,95,14500000,larissa.appius,False,False,236,wednesday,15.34,4300000,11500,38800000,30,25500,False,False,False,Toxic,False,16
15000,1400000,111,45400000,karlotta.nila,False,False,1864,thursday,16.57,4300000,20000,43100000,8,14300,True,False,False,if yall keep doing corny stuff im deleting this,True,5
26200,43000,229,4400000,syslik.68,False,False,22,saturday,12.58,4300000,29900,11200000,12,32200,False,False,False,original sound,True,8
191500,274200,59,17700000,fun_bp,False,False,724,saturday,15.16,4400000,25400,25100000,10,47900,False,False,False,Under The Influence - Sped Up,False,14
97100,1300000,7096,56900000,thebeebeegunn,False,False,2988,friday,3.46,4300000,21800,25700000,53,22100,False,False,False,Satisfying,False,7
19100,409300,225,14200000,throwtoshaw,False,False,316,sunday,15.37,4300000,11700,29800000,19,68800,False,False,False,original sound,True,4
15300,1800000,643,33200000,carriocas,False,False,316,friday,11.22,4300000,25800,80100000,18,41200,False,False,False,son original,True,6
152200,11500000,1113,382500000,jacob_rtt,False,True,1889,thursday,17.50,4300000,54700,31300000,18,143000,True,False,False,Put Your Head On My Shoulder,True,11
202,626600,44,95800000,elderekk_,False,False,281,tuesday,18.14,4300000,44600,23000000,9,325800,False,False,False,original sound,True,7
66600,128400,198,8600000,maiatepu,False,False,23,wednesday,1.15,8600000,54,43400000,11,52000,True,False,False,original sound,True,2
6447,7000000,681,213300000,valeriya.eros,False,False,1482,tuesday,21.53,4300000,5671,51800000,59,11000,False,False,False,original sound,True,3
10600,97100,314,4600000,tutuvictoria,False,False,136,monday,21.29,4300000,16300,50300000,10,103700,True,False,False,El Rescate,False,3
30400,18000000,1557,642500000,joeyklaasen,False,True,1167,monday,19.25,4300000,10200,25300000,39,28100,False,False,False,original sound,True,3
183000,485600,868,25600000,mybroseph,False,False,1510,saturday,3.02,4300000,25600,33700000,11,80500,False,False,False,Brutus (Instrumental),False,4
1167,613400,16,6200000,interestingminute,False,False,324,tuesday,19.33,4300000,26300,61800000,59,153300,False,False,False,Originalton,True,8
1124,253000,26,8100000,lexithejumpingdog,False,False,255,tuesday,16.37,4300000,37600,35600000,12,314200,False,False,False,original sound,True,8
11,532900,2,14400000,donrafa_bga,False,False,38,sunday,1.09,4300000,47100,30000000,12,698500,True,False,False,sonido original,True,15
56700,56300,16,15200000,senem.hosgel,False,False,101,friday,20.32,4300000,39200,23100000,13,17700,False,False,False,sonido original,True,10
91300,2200000,2428,115500000,andrew_stovall,False,False,408,wednesday,3.32,4300000,38200,27200000,29,53400,True,False,False,Into The Thick Of It!,False,9
42400,96000,997,14300000,hextvd,False,False,427,thursday,21.52,4300000,8232,19600000,22,5175,True,False,False,original sound - harry (taylors version) 💞,True,11
3399,1900000,50,46200000,andriragettli,False,True,217,sunday,18.29,4300000,46000,43300000,55,74500,False,False,False,Roses (Imanbek Remix),False,8
13600,2500000,643,180000000,lanenahbrugal,False,False,2247,friday,19.36,4300000,12000,36300000,26,18800,True,False,False,original sound,True,6
174,8000000,69,340300000,samuelgrubbs,False,True,161,thursday,0.59,4300000,39900,17500000,16,40800,True,False,False,deja vu,False,8
231900,1100000,115,77300000,iliasaep,False,False,325,sunday,23.28,4300000,4969,36000000,47,22000,True,False,False,origineel geluid,True,16
14100,1700000,168,40400000,ilar.yy,False,False,427,thursday,14.24,4300000,13000,22800000,9,12300,True,False,False,Break My Heart,False,10
3,329200,9,10300000,scare.prank.usa55,False,False,125,monday,13.04,5500000,22700,40500000,61,156600,False,False,False,original sound,True,12
7093,1500000,63,34500000,mr_tusu_rajput,False,False,760,wednesday,13.31,5500000,4704,62100000,15,35900,True,False,False,no sound,False,4
41800,4600000,214,123500000,irma.iryanto3,False,False,2127,thursday,3.33,5500000,26400,42000000,43,27300,False,False,False,original sound - Irma.iryanto3,True,5
10,878500,3,8000000,abhisheksain9670,False,False,87,friday,11.29,5500000,10400,71300000,9,78000,False,False,False,original sound - Abhishek saini,True,6
13500,419000,0,38600000,vmpsy,False,False,125,thursday,23.44,5600000,18700,36400000,38,101200,False,False,False,original sound,True,12
25100,647900,197,22100000,themoreyouknowontiktok,False,False,88,monday,18.41,5500000,36500,39000000,69,161300,True,False,False,Transgender,False,11
6158,35600,123,5800000,mikayladouglass,False,False,695,sunday,3.25,5500000,30300,39000000,13,126500,False,False,False,original sound,True,2
15800,117300,314,8200000,quinnrollman,False,False,37,friday,18.55,5500000,14700,27300000,13,37700,False,False,False,original sound,True,6
139200,411500,3010,22800000,itskim.j,False,False,764,wednesday,17.50,5500000,28400,48300000,96,57000,False,False,False,original sound,True,11
13900,10800000,43,141000000,gauravarora_5,False,True,1817,monday,13.08,5500000,7383,102000000,11,116100,False,False,False,original sound - smith rathod,True,2
2120,1100000,104,37500000,thr1llern1ght,False,False,361,saturday,16.41,5500000,22300,43800000,100,103400,False,False,False,Thriller (Tribute To Michael Jackson),False,9
2180,118900,65,7100000,jadenkelly17,False,False,9,friday,1.32,5500000,34700,34000000,14,121300,False,False,False,original sound,True,8
2158,680400,10,20100000,everybodylovesg,False,False,190,wednesday,5.07,5500000,147500,15100000,9,57100,True,False,False,no sound,False,6
321000,65100,2121,6000000,amaracaiscool,False,False,296,saturday,17.33,5500000,119000,19800000,59,180300,False,False,False,original sound,True,13
21900,2300000,312,90600000,phoebe_sykes,False,False,1884,tuesday,23.17,8300000,55800,31500000,27,46200,False,False,False,Toxic x Pony,True,7
6824,149400,184,9000000,fleetwood_meg_,False,False,98,monday,18.07,8300000,29900,35900000,14,142600,False,False,False,original sound,True,5
3751,67800,15,8400000,theyluv_ha24,False,False,5,friday,23.51,8300000,0,44500000,11,158100,False,False,False,original sound,True,13
9655,75300,219,10900000,afroditi.pdt,False,False,307,friday,12.51,8300000,140900,34900000,33,160000,False,False,False,Somebody That I Used To Know (feat. Kimbra) - Gotye,True,5
87500,440300,823,27400000,piercepadilla,False,False,733,thursday,19.09,8300000,58900,49600000,12,395400,False,False,False,original sound,True,8
12700,2500000,186,202200000,jennmelon,False,False,119,tuesday,21.39,8400000,61400,39300000,13,157800,False,False,False,original sound,True,3
413,4400000,1,267300000,memesaurus_,False,False,863,monday,21.29,8300000,24300,35600000,13,513200,False,False,False,original sound,True,4
1145,38000,63,8400000,notmaddieleigh,False,False,24,monday,20.40,8200000,22400,39600000,26,271600,False,False,False,original sound,True,9
34000,503200,1163,11600000,fdo03,False,False,31,friday,22.39,8200000,201800,50000000,10,441600,False,False,False,sonido original,True,4
2139,196100,156,18000000,yasarsaep,False,False,89,tuesday,19.45,8200000,45100,41200000,11,507800,False,False,False,original sound,True,5
12800,136900,243,16000000,randomfilmzz,False,False,37,wednesday,20.16,8200000,30800,49000000,17,96800,False,False,False,original sound,True,7
15400,320900,237,22500000,alexandergrey327,False,False,93,wednesday,23.20,11000000,97200,52200000,11,112000,False,False,False,wake me up..,True,6
18300,790400,96,19300000,lzabeth,False,False,40,sunday,20.10,11000000,50400,62100000,43,570700,False,False,False,original sound,True,4
4583,4000000,2,103700000,hyzdjd,False,False,1229,tuesday,15.28,11000000,48500,219300000,12,1500000,False,False,False,original sound,True,7
747,14500000,31,190600000,miso_ara,False,True,410,monday,13.26,11000000,93700,150300000,10,392300,False,False,False,Cute Emoji Song (pls like original video thanku),True,5
111300,3400000,1103,99300000,jackmjchalmers,False,False,396,sunday,17.00,11000000,97600,63000000,28,337300,False,False,False,original sound,True,2
34800,8700000,1450,141000000,finlidrapermusic,False,True,406,saturday,18.41,10900000,82600,72500000,25,228600,False,False,False,Fin Draper Cradles,True,4
3561,254600,180,15100000,notphoenixc,False,False,44,saturday,17.58,10900000,25700,48300000,13,330200,False,False,False,Its a lifestyle brian,True,2
942,648500,485,15500000,thisisjonadaniel,False,False,56,tuesday,20.27,10900000,56700,86400000,24,28000,False,False,False,Running Up That Hill (A Deal With God) [2018 Remaster],False,6
91500,68100,877,11000000,imasadboyyy,False,False,20,friday,4.36,10900000,160000,47900000,10,409900,False,False,False,suara asli - DENII,True,3
12800,2400000,61,74200000,jojoandkell,False,False,450,tuesday,23.21,10900000,79600,58200000,37,128900,False,False,False,original sound,True,2
57300,2500000,295,100600000,awheckitsemilyzeck,False,True,1081,sunday,5.43,10900000,43700,84100000,20,98300,True,False,False,The Box,False,3
32100,74300,321,5700000,dan_aax,False,False,12,saturday,16.11,5400000,61700,25100000,16,1100000,False,False,False,Originalton,True,3
8867,2500000,241,148100000,karenmendoza_xo,False,False,813,wednesday,4.22,5400000,27800,24000000,19,154300,True,False,False,original sound,True,1
706,202700,25,5500000,leosworld20,False,False,39,sunday,22.41,5400000,53900,20700000,10,138200,False,False,False,original sound,True,8
29700,5900000,297,247900000,yunabugs,False,True,842,thursday,21.14,5400000,19200,43300000,87,278100,False,False,False,Riptide,False,5
509400,937200,2028,23800000,kdrama._.hub,False,False,528,friday,10.02,5400000,6223,81000000,41,8841,False,False,False,Originalton,True,5
1664,2500000,0,30600000,dxjimi,False,False,1086,saturday,13.17,5400000,7527,50900000,30,27300,True,False,False,Monastery of Sound Hibell Edit,True,2
38300,8800000,2633,394200000,icycol,False,True,1024,thursday,21.26,5400000,20200,23500000,35,36100,False,False,False,desparado by rhianna,True,2
5340,866500,141,16600000,mrsteelyourheart,False,False,481,thursday,19.05,5400000,40500,63100000,65,21900,False,False,False,original sound,True,9
1634,97800,49,14500000,shaunarm1983,False,False,351,monday,9.16,5400000,3993,37200000,9,36300,False,False,False,Chill Vibes,False,22
14400,3200000,56,134500000,mynameisandreas,False,False,2864,saturday,16.18,5400000,111000,51800000,11,252000,False,False,False,original sound,True,7
237,1900000,29,56800000,rocksrollscandy,False,False,340,wednesday,13.29,5400000,8793,67900000,26,8603,False,False,False,original sound,True,6
24,223100,0,8700000,uwstonem,False,False,25,saturday,22.00,5400000,9305,37800000,13,6206,False,False,False,sonido original,True,3
2933,66800,487,12200000,uncleromelo,False,False,52,tuesday,11.33,4200000,14000,19900000,8,591600,False,False,False,original sound,True,17
58800,8500000,326,529100000,britney.official,False,False,1489,wednesday,0.38,4200000,18700,30900000,8,140800,False,False,False,WHY IS EVERYONE USING THIS,True,7
72000,6800000,48,258400000,prachi256,False,False,2922,thursday,0.57,4200000,2414,40600000,15,25900,True,False,False,original sound - Kajal Devnath❤️,True,8
57000,493500,812,37300000,abcdeeeznuts,False,False,783,tuesday,0.34,4200000,30300,24000000,23,101500,False,False,False,I Wouldnt Mind,True,8
30,662600,3,20000000,animal.commentary5,False,False,351,sunday,11.09,4200000,20600,29200000,99,91400,False,False,False,original sound,True,10
43500,15500000,558,1800000000,abbieherbert,False,True,2390,monday,22.57,4200000,5792,26600000,14,4487,False,False,False,YOURE ON,True,14
61800,104300,154,14700000,giglia.francesco,False,False,31,sunday,21.31,4200000,63500,15500000,9,104700,False,False,False,original sound,True,5
5625,158700,32,8400000,ad_.danii,False,False,209,monday,23.48,4200000,26800,22800000,58,29400,False,False,False,original sound,True,5
3303,45800,162,4300000,leelougaye,False,False,70,wednesday,13.22,4200000,12700,30600000,10,44400,False,False,False,оригинальный звук,True,4
14800,18400000,244,475900000,letwins,False,True,2377,saturday,13.49,4200000,22200,138800000,8,478300,False,False,False,suono originale,True,4
110200,7500000,201,344100000,in_the_nic_of_time,False,False,1297,friday,23.49,4200000,89300,26600000,21,72200,True,False,False,Theme from The Vampire Diaries,False,5
43500,15500000,558,1800000000,abbieherbert,False,True,2390,saturday,16.34,4200000,6352,20700000,10,8649,False,False,False,original sound,True,14
11300,9600000,206,700500000,gnb.official,False,False,2391,sunday,0.03,4200000,17600,21000000,53,63900,False,False,False,original sound,True,7
352,44500,10,8600000,corsnizzlee,False,False,3,sunday,2.08,8200000,32500,75500000,10,618000,False,False,False,Kung Fu Fighting,False,6
397,268400,1,8900000,comeatmebhai,False,False,6,sunday,2.45,8200000,82600,44400000,13,95600,False,False,False,Drive Forever,False,9
100600,9900000,280,713700000,memezar,False,True,2891,wednesday,10.29,8200000,39800,64500000,8,378600,False,False,False,original sound,True,7
9841,1700000,96,31700000,melerus,False,False,227,friday,15.56,8200000,16400,88800000,68,65200,False,False,False,sonido original,True,7
2239,2100000,43,111900000,luka.abesadze,False,False,334,sunday,16.00,8200000,73900,35300000,18,114100,False,False,False,The Strumbellas - Spirits,True,6
44900,202400,1414,16500000,javiersalinas31,False,False,90,monday,22.06,16400000,73500,111900000,5,1400000,False,False,False,original sound,True,7
15200,2300000,265,103600000,ladyandtheblues,False,False,721,wednesday,17.39,8200000,39300,54300000,13,256800,True,False,False,Year Zero,False,5
23400,86900,117,10000000,iluvtylerthecreator29,False,False,72,sunday,22.28,8200000,38600,37400000,5,264800,True,False,False,no sound,False,5
2628,194100,121,13700000,iarrowood,False,False,56,thursday,5.17,8200000,20300,35400000,30,24600,False,False,False,original sound,True,5
0,1400000,2,17500000,bushcraft909,False,False,338,wednesday,10.45,8200000,49200,215200000,174,282300,False,False,False,original sound,True,11
617,7300000,2,58700000,can.angi,False,False,58,thursday,11.36,8100000,10900,59200000,19,18000,False,False,False,Beatbox Slowed,False,3
28700,270600,147,19200000,thesalvatoores,False,False,102,saturday,23.21,5400000,23500,43100000,11,23100,True,False,False,original sound,True,10
202300,50800,315,6600000,dear_hossler,False,False,313,sunday,1.51,5400000,5663,35700000,11,28900,True,False,False,som original,True,8
97000,17800,4314,5400000,alanna_fer,False,False,94,thursday,11.06,5400000,44400,37700000,15,287900,False,False,False,som original,True,3
26200,391800,133,23100000,gambo479,False,False,601,sunday,22.26,5400000,20100,115900000,12,100100,False,False,False,Shootout,False,20
751,219600,102,5700000,balxnala,False,False,101,wednesday,19.45,5400000,23400,50400000,38,57800,False,False,False,original sound,True,8
16700,1400000,339,14600000,beyblader2019,False,False,813,sunday,11.49,5400000,25800,56900000,55,35300,False,False,False,Ashes,False,9
84900,2400000,706,192200000,alijhali,False,True,1159,tuesday,11.10,5400000,28000,25000000,55,315000,False,False,False,Clair de lune/Debussy,False,2
4978,19500000,69,569700000,itskingchris,False,False,1344,wednesday,0.50,5400000,30400,34700000,29,75500,True,False,False,"Girei (Pains Theme) (From "" Naruto Shippuden Girei"")",False,6
22400,404100,416,15200000,ethanjan3.14,False,False,366,wednesday,0.45,5400000,57000,23700000,19,62800,False,False,False,original sound,True,6
29700,5900000,297,247900000,yunabugs,False,True,842,monday,22.17,5400000,43600,28200000,39,387800,True,False,False,Sandstorm,False,5
5780,744100,302,14100000,jakubroskosz,False,True,297,saturday,12.39,5300000,50200,37400000,9,105000,True,False,False,Gods Plan Slowed,True,8
2662,10100000,0,106900000,laika.secret,False,False,28,tuesday,1.24,4200000,14900,56200000,15,84900,False,False,False,Banana (feat. Shaggy) [DJ FLe - Minisiren Remix],False,15
962,29400,60,4600000,white_she_wolf,False,False,130,saturday,1.30,4200000,11500,25100000,9,71900,False,False,False,sonido original,True,3
6609,42300,74,8700000,linamlvu,False,False,60,sunday,2.23,8400000,34300,46100000,0,218500,False,False,True,love actually is all around,True,6
52400,1200000,139,39300000,volvydooya,False,False,180,sunday,5.23,4200000,0,32000000,13,1200000,False,False,False,suara asli - Volvy,True,7
157300,773600,52,25000000,xsthenics,False,False,899,tuesday,11.45,4200000,23700,26400000,16,147100,False,False,False,son original,True,11
19900,391900,135,50800000,aedevii,False,False,346,tuesday,20.01,4200000,14400,21700000,27,46900,False,False,False,original sound - 𝒸𝓊𝓂,True,6
60200,704800,2474,16200000,aestetic._.paper,False,False,935,sunday,8.53,4200000,41900,23900000,59,126700,False,False,False,nhạc nền - ๖²⁴ʱ𝐩𝐡𝐨𝐧𝐤❖ᵛᶰシ,True,9
2655,321200,917,13700000,emmaaa_12088,False,False,475,monday,12.24,4200000,18700,21600000,54,23600,False,False,False,original sound,True,8
77200,604900,774,5500000,loisa_rulona,False,False,1357,monday,13.14,4200000,11600,38400000,11,6183,False,False,False,5 SONGS MASHUP,True,4
1774,775200,64,28700000,faick_hair,False,False,207,friday,17.39,4200000,10100,76500000,34,47900,False,False,False,Beautiful Things,False,8
42600,186200,341,12700000,_howtop_,False,False,1137,tuesday,19.54,4200000,24700,42900000,6,612900,False,False,False,original sound,True,7
929,267100,0,11600000,hinhin_51,False,False,78,tuesday,14.38,8100000,78200,55300000,13,297200,True,False,False,Love Me Like You Do,False,3
17500,11100000,998,274300000,savanahmosss,False,True,673,thursday,21.23,8100000,65200,32900000,24,68800,False,False,False,original sound,True,6
903,687900,97,42500000,susankehoe1,False,False,377,thursday,21.13,8200000,53500,39900000,34,402400,False,False,False,original sound,True,9
8,431700,36,14000000,wild_world16,False,False,278,wednesday,20.17,8100000,109200,106900000,0,469000,False,False,True,sonido original,True,12
71300,255800,472,8100000,majofierro,False,False,24,sunday,14.29,8100000,30600,92700000,44,82100,False,False,False,Celebrate the Good Times,True,6
7240,114900,1767,8100000,agustinontiverosc,False,False,17,thursday,4.42,8100000,41900,55800000,9,513300,False,False,False,sonido original,True,6
71900,101000,3523,10800000,reesifersbestmoments,False,False,1417,thursday,1.04,8100000,14100,62400000,18,289400,False,False,False,original sound - 11:11,True,8
22000,3800000,159,105400000,youngyosa,False,True,99,sunday,0.49,8100000,48300,41100000,26,321400,False,False,False,original sound,True,3
358,1400000,1,62800000,worldoffarts,False,False,369,friday,12.20,8100000,23200,58900000,63,831200,False,False,False,son original,True,4
17800,12500000,2170,251900000,leethe4th,False,True,2372,saturday,20.51,10900000,69500,59000000,55,92300,False,False,False,Spongebob Tomfoolery - Dante9k Remix,False,5
13200,2100000,54,146600000,sosprem,False,False,107,sunday,21.47,10900000,18100,82400000,24,18400,False,False,False,hard 2 face reality,True,2
29200,2000000,376,83600000,heidiwranglescats,False,False,234,tuesday,18.27,10900000,86800,103300000,73,657100,False,False,False,Chopin Nocturne No. 2 Piano Mono,False,3
1951,3800000,51,175500000,ivartheblindcatandfamily,False,False,1025,sunday,16.14,10900000,66700,56800000,15,1200000,False,False,False,original sound,True,6
1780,125800,1465,12300000,misery_check,False,False,440,sunday,18.12,10900000,122900,55900000,7,294500,False,False,False,original sound,True,8
225,4800000,183,68100000,jamescapener,False,False,114,tuesday,11.36,10900000,26000,75500000,23,195100,False,False,False,Edamame,False,6
21300,16900000,638,545000000,mamalindy,False,True,1390,tuesday,0.03,10900000,29400,90100000,38,159600,True,False,False,All I Do Is Win,False,5
87,1400000,0,16900000,doiphiin,False,False,20,saturday,18.29,10900000,56300,164700000,57,236100,False,False,False,original sound,True,3
2899,259200,84,14000000,anesthendricks10,False,False,40,monday,1.30,10900000,88800,60600000,51,231800,False,False,False,original sound,True,7
84200,6600000,791,125400000,parkerlocke,False,True,179,sunday,17.08,10800000,128900,57200000,24,224000,True,False,False,Hedwig's Theme,False,3
